,age_group,travel_with,purpose,main_activity,info_source,tour_arrangement,package_transport_int,package_accomodation,package_food,package_transport_tz,package_sightseeing,package_guided_tour,package_insurance,night_mainland,night_zanzibar,payment_mode,first_trip_tz,total_cost,IncomeGroup,total_visitors
1128,25-44,Alone,Others,Others,Others,Independent,No,No,No,No,No,No,No,10-15,0,Cash,No,497250.0,Low-income countries,1.0
1129,`1-24,Alone,Holiday,Beach,Friends,Package Tour,No,Yes,Yes,Yes,Yes,No,No,0-5,0,Cash,Yes,3978000.0,High-income countries,1.0
1130,45-64,Friends/Relatives,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10-15,1,Cash,Yes,8950500.0,High-income countries,2.0
1131,25-44,Friends/Relatives,Holiday,Others,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10-15,0,Cash,Yes,21879000.0,High-income countries,2.0
1132,45-64,Spouse,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,10-15,0,Credit Card,Yes,18812625.0,High-income countries,2.0
1133,45-64,Alone,Others,Wildlife,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,1823250.0,Lower-middle-income countries,1.0
1134,45-64,Spouse and Children,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,No,Yes,No,No,10-15,0,Cash,Yes,19890000.0,High-income countries,3.0
1135,`1-24,Alone,Holiday,Others,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,7+,0,Cash,Yes,14428537.5,High-income countries,1.0
1136,`1-24,Alone,Holiday,Others,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7+,0,Cash,Yes,5304000.0,High-income countries,1.0
1137,25-44,Alone,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,No,Yes,Yes,No,7+,0,Cash,Yes,11105250.0,High-income countries,1.0
1138,`1-24,Friends/Relatives,Holiday,Wildlife,Friends,Independent,No,No,No,No,No,No,No,7+,1,Cash,Yes,54463920.0,High-income countries,30.0
1139,45-64,Spouse and Children,Holiday,Wildlife,Friends,Independent,No,No,No,No,No,No,No,7+,0,Cash,Yes,4972500.0,High-income countries,4.0
1140,25-44,Alone,Others,Others,Others,Independent,No,No,No,No,No,No,No,0-5,1,Credit Card,Yes,331500.0,High-income countries,1.0
1141,45-64,Alone,Holiday,Others,Agent,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,2652000.0,Upper-middle-income countries,1.0
1142,25-44,Alone,Holiday,Beach,Friends,Independent,No,No,No,No,No,No,No,10-15,1,Cash,Yes,3043700.0,High-income countries,1.0
1143,25-44,Alone,Others,Wildlife,Others,Independent,No,No,No,No,No,No,No,10-15,0,Cash,No,828750.0,Lower-middle-income countries,1.0
1144,25-44,Alone,Holiday,Wildlife,Others,Independent,No,No,No,No,No,No,No,10-15,1,Credit Card,Yes,447525.0,High-income countries,1.0
1145,45-64,Spouse and Children,Holiday,Wildlife,Others,Independent,No,No,No,No,No,No,No,10-15,1,Credit Card,Yes,27231960.0,High-income countries,5.0
1146,65+,Friends/Relatives,Others,Others,Others,Independent,No,No,No,No,No,No,No,7+,0,Cash,Yes,331500.0,High-income countries,2.0
1147,25-44,Spouse,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,10-15,1,Cash,Yes,1408875.0,High-income countries,2.0
1148,45-64,Spouse,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,No,Yes,Yes,Yes,No,10-15,1,Cash,Yes,9945000.0,High-income countries,2.0
1149,25-44,Alone,Holiday,Beach,Friends,Independent,No,No,No,No,No,No,No,7+,0,Cash,Yes,8287500.0,High-income countries,7.0
1150,25-44,Spouse,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,No,No,No,7+,1,Credit Card,Yes,1823250.0,High-income countries,2.0
1151,25-44,Alone,Others,Beach,Friends,Independent,No,No,No,No,No,No,No,7+,1,Cash,No,4538660.0,Lower-middle-income countries,1.0
1152,25-44,Friends/Relatives,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,No,Yes,7+,1,Credit Card,Yes,273487.5,High-income countries,4.0
1153,`1-24,Alone,Others,Others,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,310000.0,Lower-middle-income countries,1.0
1154,45-64,Friends/Relatives,Holiday,Beach,Others,Package Tour,Yes,Yes,Yes,Yes,No,No,No,0-5,1,Cash,Yes,67399101.0,High-income countries,2.0
1155,25-44,Spouse and Children,Holiday,Wildlife,Others,Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,10-15,1,Cash,Yes,17735250.0,High-income countries,5.0
1156,25-44,Spouse,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,No,Yes,Yes,Yes,10-15,1,Cash,Yes,17403750.0,High-income countries,2.0
1157,25-44,Spouse,Holiday,Beach,Agent,Package Tour,Yes,Yes,Yes,No,No,No,No,0-5,1,Cash,Yes,6961500.0,High-income countries,2.0
1158,`1-24,Friends/Relatives,Others,Beach,Friends,Independent,No,No,No,No,No,No,No,10-15,0,Cash,No,400000.0,Low-income countries,2.0
1159,25-44,Alone,Others,Others,Others,Independent,No,No,No,No,No,No,No,7+,0,Cash,No,290000.0,Low-income countries,1.0
1160,45-64,Spouse and Children,Holiday,Beach,Agent,Package Tour,Yes,Yes,No,Yes,Yes,Yes,No,10-15,1,Cash,Yes,25525500.0,High-income countries,6.0
1161,45-64,Spouse and Children,Holiday,Beach,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10-15,1,Cash,Yes,17473841.0,High-income countries,3.0
1162,45-64,Spouse,Others,Others,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,1130000.0,Lower-middle-income countries,2.0
1163,45-64,Spouse,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,No,Yes,No,10-15,1,Cash,Yes,16793042.0,High-income countries,2.0
1164,25-44,Alone,Holiday,Wildlife,Agent,Independent,No,No,No,No,No,No,No,10-15,1,Cash,Yes,551947.5,High-income countries,1.0
1165,45-64,Spouse and Children,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7+,1,Cash,Yes,12597000.0,High-income countries,4.0
1166,45-64,Friends/Relatives,Others,Others,Others,Independent,No,No,No,No,No,No,No,10-15,0,Cash,No,3315000.0,High-income countries,3.0
1167,`1-24,Alone,Others,Beach,Friends,Independent,No,No,No,No,No,No,No,7+,0,Cash,No,569010.0,High-income countries,1.0
1168,25-44,Alone,Others,Beach,Others,Independent,No,No,No,No,No,No,No,7+,0,Credit Card,No,1193400.0,Upper-middle-income countries,1.0
1169,25-44,Friends/Relatives,Others,Wildlife,Friends,Independent,No,No,No,No,No,No,No,7+,1,Cash,Yes,16906500.0,High-income countries,4.0
1170,`1-24,Alone,Others,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,Yes,No,No,7+,0,Cash,Yes,2071875.0,High-income countries,1.0
1171,25-44,Alone,Others,Others,Others,Independent,No,No,No,No,No,No,No,7+,0,Cash,No,5138250.0,Lower-middle-income countries,1.0
1172,25-44,Alone,Others,Wildlife,Others,Independent,No,No,No,No,No,No,No,7+,0,Cash,Yes,3149250.0,High-income countries,1.0
1173,25-44,Alone,Holiday,Others,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,951405.0,High-income countries,1.0
1174,25-44,Alone,Others,Wildlife,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,414375.0,Upper-middle-income countries,1.0
1175,25-44,Alone,Others,Wildlife,Friends,Independent,No,No,No,No,No,No,No,7+,0,Cash,Yes,77770.0,Upper-middle-income countries,1.0
1176,45-64,Spouse,Holiday,Wildlife,Others,Independent,No,No,No,No,No,No,No,7+,1,Cash,Yes,9706000.0,High-income countries,2.0
1177,25-44,Alone,Holiday,Wildlife,Agent,Independent,No,No,No,No,No,No,No,7+,1,Cash,Yes,5635500.0,High-income countries,1.0
1178,65+,Alone,Others,Wildlife,Agent,Package Tour,No,Yes,Yes,No,No,No,No,0-5,0,Cash,No,5801250.0,High-income countries,1.0
1179,25-44,Alone,Others,Wildlife,Others,Independent,No,No,No,No,No,No,No,0-5,0,Credit Card,Yes,1823250.0,Upper-middle-income countries,1.0
1180,25-44,Friends/Relatives,Holiday,Beach,Friends,Independent,No,No,No,No,No,No,No,0-5,1,Cash,Yes,1243125.0,High-income countries,2.0
1181,45-64,Alone,Others,Wildlife,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,497250.0,Upper-middle-income countries,1.0
1182,25-44,Alone,Holiday,Others,Others,Independent,No,No,No,No,No,No,No,7+,1,Cash,Yes,1657500.0,High-income countries,1.0
1183,25-44,Friends/Relatives,Holiday,Others,Friends,Independent,No,No,No,No,No,No,No,7+,1,Cash,Yes,6807990.0,High-income countries,2.0
1184,25-44,Alone,Others,Wildlife,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,165750.0,Lower-middle-income countries,1.0
1185,45-64,Spouse and Children,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,10-15,0,Cash,Yes,43260750.0,High-income countries,3.0
1186,25-44,Children,Others,Others,Friends,Independent,No,No,No,No,No,No,No,7+,0,Cash,No,114640.0,High-income countries,3.0
1187,45-64,Spouse and Children,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,No,Yes,Yes,Yes,No,7+,1,Cash,Yes,16575000.0,High-income countries,5.0
1188,25-44,Spouse,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10-15,0,Cash,Yes,1657500.0,High-income countries,2.0
1189,25-44,Alone,Holiday,Wildlife,Others,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10-15,0,Cash,Yes,3646500.0,High-income countries,1.0
1190,45-64,Spouse and Children,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7+,1,Cash,Yes,14523712.0,High-income countries,4.0
1191,65+,Spouse,Holiday,Wildlife,Others,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10-15,0,Credit Card,No,8619000.0,High-income countries,2.0
1192,45-64,Alone,Others,Wildlife,Others,Independent,No,No,No,No,No,No,No,0-5,0,Credit Card,No,497250.0,Low-income countries,1.0
1193,25-44,Friends/Relatives,Others,Wildlife,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,300000.0,Upper-middle-income countries,2.0
1194,25-44,Friends/Relatives,Others,Others,Others,Independent,No,No,No,No,No,No,No,7+,0,Cash,No,331500.0,High-income countries,11.0
1195,`1-24,Alone,Others,Others,Agent,Package Tour,No,Yes,Yes,Yes,No,No,No,7+,0,Cash,Yes,3414060.0,High-income countries,1.0
1196,45-64,Friends/Relatives,Others,Wildlife,Others,Independent,No,No,No,No,No,No,No,0-5,0,Credit Card,Yes,680799.0,High-income countries,2.0
1197,45-64,Alone,Others,Wildlife,Friends,Independent,No,No,No,No,No,No,No,10-15,0,Credit Card,No,663000.0,High-income countries,1.0
1198,45-64,Spouse,Others,Wildlife,Friends,Independent,No,No,No,No,No,No,No,7+,0,Cash,No,8370375.0,High-income countries,2.0
1199,25-44,Spouse,Holiday,Others,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7+,1,Cash,Yes,23374099.0,High-income countries,2.0
1200,`1-24,Friends/Relatives,Holiday,Others,Agent,Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,7+,1,Cash,Yes,76742250.0,High-income countries,1.0
1201,25-44,Alone,Others,Others,Friends,Independent,No,No,No,No,No,No,No,7+,1,Cash,Yes,2000000.0,High-income countries,1.0
1202,25-44,Alone,Others,Wildlife,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,497250.0,High-income countries,1.0
1203,45-64,Alone,Others,Others,Others,Independent,No,No,No,No,No,No,No,7+,0,Cash,Yes,2269330.0,High-income countries,1.0
1204,25-44,Alone,Others,Beach,Friends,Independent,No,No,No,No,No,No,No,0-5,1,Cash,Yes,2486250.0,High-income countries,1.0
1205,45-64,Alone,Holiday,Others,Friends,Independent,No,No,No,No,No,No,No,10-15,1,Cash,Yes,6807990.0,High-income countries,1.0
1206,25-44,Friends/Relatives,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,No,No,Yes,No,0-5,0,Cash,Yes,5635500.0,Upper-middle-income countries,2.0
1207,25-44,Alone,Others,Wildlife,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,116025.0,Low-income countries,1.0
1208,`1-24,Alone,Holiday,Wildlife,Others,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,10-15,0,Cash,Yes,11573583.0,High-income countries,1.0
1209,45-64,Spouse and Children,Holiday,Wildlife,Others,Package Tour,No,Yes,Yes,Yes,No,Yes,No,0-5,1,Cash,No,8287500.0,Upper-middle-income countries,3.0
1210,25-44,Alone,Others,Beach,Friends,Independent,No,No,No,No,No,No,No,0-5,1,Credit Card,Yes,1087660.0,Upper-middle-income countries,1.0
1211,45-64,Spouse,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7+,0,Cash,Yes,45415500.0,High-income countries,2.0
1212,65+,Alone,Holiday,Wildlife,Others,Package Tour,No,Yes,Yes,Yes,No,Yes,No,10-15,0,Cash,No,11353875.0,Lower-middle-income countries,1.0
1213,25-44,Children,Others,Others,Friends,Independent,No,No,No,No,No,No,No,7+,0,Cash,No,3000000.0,High-income countries,3.0
1214,45-64,Alone,Others,Wildlife,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,500000.0,Upper-middle-income countries,1.0
1215,25-44,Spouse,Holiday,Beach,Others,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10-15,1,Cash,Yes,17072250.0,High-income countries,2.0
1216,25-44,Alone,Holiday,Wildlife,Friends,Independent,No,No,No,No,No,No,No,7+,0,Cash,Yes,3646500.0,High-income countries,1.0
1217,45-64,Friends/Relatives,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7+,0,Cash,Yes,20884500.0,High-income countries,2.0
1218,`1-24,Friends/Relatives,Others,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,Yes,No,No,7+,0,Cash,Yes,7458750.0,High-income countries,5.0
1219,45-64,Alone,Others,Others,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,190000.0,Lower-middle-income countries,1.0
1220,`1-24,Alone,Holiday,Beach,Agent,Independent,No,No,No,No,No,No,No,10-15,1,Cash,No,725540.0,High-income countries,1.0
1221,`1-24,Alone,Holiday,Beach,Friends,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,0-5,1,Cash,Yes,745875.0,High-income countries,1.0
1222,25-44,Alone,Holiday,Beach,Others,Independent,No,No,No,No,No,No,No,0-5,1,Cash,Yes,1588531.0,High-income countries,1.0
1223,45-64,Friends/Relatives,Others,Wildlife,Others,Independent,No,No,No,No,No,No,No,10-15,0,Cash,No,3978000.0,Upper-middle-income countries,2.0
1224,25-44,Friends/Relatives,Holiday,Wildlife,Friends,Independent,No,No,No,No,No,No,No,10-15,0,Cash,Yes,2187900.0,High-income countries,2.0
1225,25-44,Alone,Holiday,Wildlife,Others,Package Tour,Yes,Yes,Yes,No,No,No,Yes,0-5,0,Cash,Yes,8784750.0,High-income countries,1.0
1226,45-64,Spouse and Children,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,0-5,0,Cash,Yes,22856691.76,High-income countries,4.0
1227,25-44,Alone,Holiday,Others,Agent,Package Tour,Yes,Yes,Yes,Yes,No,No,No,10-15,0,Cash,Yes,35304750.0,High-income countries,1.0
1228,25-44,Alone,Others,Wildlife,Others,Independent,No,No,No,No,No,No,No,7+,0,Cash,Yes,600000.0,High-income countries,1.0
1229,`1-24,Spouse and Children,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7+,1,Credit Card,Yes,49017528.0,High-income countries,6.0
1230,25-44,Alone,Others,Others,Friends,Independent,No,No,No,No,No,No,No,7+,0,Cash,Yes,5304000.0,Lower-middle-income countries,1.0
1231,45-64,Alone,Others,Wildlife,Others,Independent,No,No,No,No,No,No,No,0-5,1,Cash,No,1657500.0,Lower-middle-income countries,1.0
1232,25-44,Friends/Relatives,Others,Others,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,1044225.0,Lower-middle-income countries,2.0
1233,45-64,Spouse,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7+,1,Cash,Yes,36465000.0,High-income countries,2.0
1234,25-44,Alone,Others,Others,Agent,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,994500.0,Low-income countries,1.0
1235,25-44,Spouse,Holiday,Wildlife,Others,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10-15,1,Cash,Yes,11271000.0,High-income countries,2.0
1236,45-64,Alone,Others,Others,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,100000.0,Lower-middle-income countries,1.0
1237,25-44,Friends/Relatives,Others,Beach,Friends,Independent,No,No,No,No,No,No,No,7+,0,Cash,No,4267575.0,High-income countries,3.0
1238,25-44,Alone,Others,Others,Friends,Independent,No,No,No,No,No,No,No,7+,0,Cash,No,1413792.59,High-income countries,1.0
1239,`1-24,Alone,Others,Others,Others,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7+,0,Cash,Yes,2212762.5,High-income countries,1.0
1240,25-44,Spouse,Holiday,Beach,Agent,Independent,No,Yes,Yes,Yes,Yes,Yes,No,10-15,1,Cash,Yes,1657500.0,High-income countries,2.0
1241,25-44,Alone,Holiday,Wildlife,Others,Independent,No,No,No,No,No,No,No,7+,1,Cash,Yes,4538660.0,High-income countries,1.0
1242,25-44,Friends/Relatives,Holiday,Beach,Others,Independent,No,No,No,No,No,No,No,0-5,1,Cash,Yes,5635500.0,Upper-middle-income countries,3.0
1243,25-44,Alone,Holiday,Wildlife,Others,Independent,No,No,No,No,No,No,No,7+,1,Cash,Yes,4538660.0,High-income countries,1.0
1244,25-44,Alone,Others,Beach,Friends,Independent,No,No,No,No,No,No,No,0-5,1,Cash,Yes,1209975.0,High-income countries,1.0
1245,`1-24,Alone,Others,Wildlife,Agent,Package Tour,Yes,Yes,No,Yes,Yes,Yes,No,7+,0,Cash,Yes,3987945.0,High-income countries,1.0
1246,25-44,Friends/Relatives,Others,Wildlife,Others,Independent,No,No,No,No,No,No,No,7+,0,Cash,Yes,600000.0,High-income countries,13.0
1247,`1-24,Alone,Others,Wildlife,Others,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7+,0,Cash,Yes,6543615.0,High-income countries,1.0
1248,25-44,Spouse and Children,Holiday,Wildlife,Others,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10-15,0,Cash,Yes,11254425.0,High-income countries,3.0
1249,45-64,Alone,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,No,No,No,10-15,0,Cash,Yes,6630000.0,High-income countries,1.0
1250,`1-24,Alone,Others,Others,Agent,Package Tour,Yes,Yes,Yes,Yes,No,No,No,7+,0,Cash,Yes,148670.0,High-income countries,1.0
1251,25-44,Alone,Holiday,Beach,Friends,Independent,No,No,No,No,No,No,No,7+,1,Cash,Yes,11346650.0,High-income countries,1.0
1252,45-64,Alone,Holiday,Wildlife,Others,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,0-5,0,Cash,Yes,828750.0,High-income countries,1.0
1253,25-44,Friends/Relatives,Others,Beach,Agent,Package Tour,Yes,Yes,Yes,No,Yes,No,Yes,0-5,1,Cash,Yes,11573583.0,High-income countries,2.0
1254,25-44,Spouse,Holiday,Wildlife,Agent,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,2154750.0,High-income countries,2.0
1255,45-64,Spouse and Children,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,No,Yes,Yes,Yes,No,10-15,1,Cash,Yes,24862500.0,High-income countries,4.0
1256,45-64,Spouse and Children,Holiday,Beach,Others,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,0-5,1,Cash,Yes,2154750.0,High-income countries,6.0
1257,`1-24,Spouse,Holiday,Beach,Agent,Independent,No,No,No,No,No,No,No,0-5,1,Credit Card,Yes,2486250.0,High-income countries,2.0
1258,`1-24,Alone,Others,Others,Friends,Independent,No,No,No,No,No,No,No,0-5,1,Cash,No,530000.0,Lower-middle-income countries,1.0
1259,25-44,Spouse,Holiday,Beach,Friends,Package Tour,Yes,Yes,Yes,No,No,No,Yes,0-5,1,Cash,Yes,10302758.2,Lower-middle-income countries,2.0
1260,25-44,Friends/Relatives,Holiday,Wildlife,Friends,Independent,No,No,No,No,No,No,No,10-15,1,Cash,Yes,5690100.0,High-income countries,2.0
1261,25-44,Friends/Relatives,Holiday,Wildlife,Others,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10-15,1,Cash,Yes,324300.0,High-income countries,1.0
1262,45-64,Friends/Relatives,Others,Wildlife,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,2486250.0,High-income countries,5.0
1263,`1-24,Spouse and Children,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0-5,1,Cash,Yes,11602500.0,High-income countries,4.0
1264,25-44,Children,Holiday,Others,Friends,Independent,No,No,No,No,No,No,No,7+,0,Credit Card,Yes,1939275.0,Upper-middle-income countries,2.0
1265,25-44,Alone,Holiday,Others,Friends,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7+,0,Cash,Yes,8950500.0,High-income countries,1.0
1266,45-64,Alone,Others,Wildlife,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,497250.0,Lower-middle-income countries,1.0
1267,25-44,Alone,Others,Others,Others,Independent,No,No,No,No,No,No,No,0-5,0,Credit Card,No,230000.0,Upper-middle-income countries,1.0
1268,25-44,Spouse and Children,Others,Others,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,600015.0,High-income countries,4.0
1269,`1-24,Friends/Relatives,Holiday,Wildlife,Others,Independent,No,No,No,No,No,No,No,7+,1,Cash,Yes,4044300.0,High-income countries,2.0
1270,45-64,Alone,Others,Wildlife,Others,Independent,No,No,No,No,No,No,No,7+,0,Credit Card,Yes,8287500.0,High-income countries,1.0
1271,25-44,Alone,Others,Others,Friends,Independent,No,No,No,No,No,No,No,10-15,0,Cash,No,561000.0,Low-income countries,1.0
1272,45-64,Alone,Others,Others,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,3315000.0,Low-income countries,1.0
1273,25-44,Alone,Holiday,Others,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,1470000.0,Lower-middle-income countries,1.0
1274,25-44,Friends/Relatives,Holiday,Beach,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,99450.0,Lower-middle-income countries,2.0
1275,25-44,Alone,Others,Others,Friends,Independent,No,No,No,No,No,No,No,10-15,0,Cash,No,440000.0,Low-income countries,1.0
1276,25-44,Alone,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,No,No,No,10-15,0,Cash,Yes,4641000.0,High-income countries,1.0
1277,45-64,Alone,Others,Others,Agent,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,331500.0,Upper-middle-income countries,1.0
1278,25-44,Alone,Others,Others,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,1657500.0,Lower-middle-income countries,1.0
1279,25-44,Alone,Holiday,Beach,Others,Independent,No,No,No,No,No,No,No,7+,0,Cash,Yes,1657500.0,High-income countries,1.0
1280,25-44,Friends/Relatives,Holiday,Wildlife,Others,Independent,No,No,No,No,No,No,No,0-5,1,Cash,Yes,3315000.0,High-income countries,2.0
1281,45-64,Alone,Holiday,Beach,Friends,Independent,No,No,No,No,No,No,No,0-5,1,Credit Card,Yes,331500.0,High-income countries,1.0
1282,`1-24,Friends/Relatives,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10-15,0,Credit Card,Yes,35072700.0,High-income countries,2.0
1283,25-44,Children,Others,Beach,Friends,Independent,No,No,No,No,No,No,No,10-15,1,Cash,No,3315000.0,High-income countries,4.0
1284,65+,Spouse,Others,Beach,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,828750.0,Lower-middle-income countries,2.0
1285,25-44,Spouse,Others,Wildlife,Friends,Independent,No,No,No,No,No,No,No,7+,0,Cash,No,500000.0,High-income countries,2.0
1286,`1-24,Alone,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,No,No,No,10-15,0,Cash,No,3159195.0,High-income countries,1.0
1287,`1-24,Alone,Holiday,Others,Others,Independent,No,No,No,No,No,No,No,7+,1,Cash,Yes,2088450.0,High-income countries,1.0
1288,25-44,Spouse and Children,Holiday,Beach,Friends,Independent,No,No,No,No,No,No,No,10-15,1,Cash,No,3414450.0,Lower-middle-income countries,3.0
1289,45-64,Alone,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7+,0,Cash,No,3351465.0,High-income countries,1.0
1290,25-44,Alone,Holiday,Others,Friends,Independent,No,No,No,No,No,No,No,0-5,1,Cash,Yes,497250.0,High-income countries,1.0
1291,25-44,Alone,Holiday,Beach,Agent,Independent,No,No,No,No,No,No,No,0-5,1,Cash,Yes,663000.0,Upper-middle-income countries,1.0
1292,45-64,Spouse,Holiday,Beach,Agent,Package Tour,Yes,Yes,Yes,Yes,No,No,No,0-5,1,Credit Card,Yes,9077320.0,High-income countries,2.0
1293,`1-24,Alone,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7+,0,Cash,No,131500.0,High-income countries,1.0
